,OA,Paycheck Mean Income,Mean Net Disposable Income,Mean Gross Disposable Income,Mean Net Disposable Income Band,"CACI_Essential_Outgoings - Income tax, NI","CACI_Essential_Outgoings - Mortgage, social rent, private rent","CACI_Essential_Outgoings - Council tax, utilities, water, structure insurance, NI domestic rates","CACI_Essential_Outgoings - Food, clothing","CACI_Essential_Outgoings - Childcare, student loans, pension",CACI_Essential_Outgoings - Travel to work,Mean over all households in an OA: Income tax - Income tax,Mean over all households in an OA: Income tax - National Insurance,Mean over all households in an OA: Income tax - Mortgage,Mean over all households in an OA: Income tax - Private rent,Mean over all households in an OA: Income tax - Social rent,Mean over all households in an OA: Income tax - Council tax,Mean over all households in an OA: Income tax - Water bills,"Mean over all households in an OA: Income tax - Gas, electricity, oil",Mean over all households in an OA: Income tax - Structure insurance,Mean over all households in an OA: Income tax - Food costs,Mean over all households in an OA: Income tax - Clothing costs,Mean over all households in an OA: Income tax - Childcare,Mean over all households in an OA: Income tax - Student loan,Mean over all households in an OA: Income tax - Pension,Mean over all households in an OA: Income tax - Travel to work,Mean over relevant households in an OA - Income tax,Mean over relevant households in an OA - National Insurance,Mean over relevant households in an OA - Mortgage,Mean over relevant households in an OA - Private rent,Mean over relevant households in an OA - Social rent,Mean over relevant households in an OA - Council tax,Mean over relevant households in an OA - Water bills,"Mean over relevant households in an OA - Gas, electricity, oil",Mean over relevant households in an OA - Structure insurance,Mean over relevant households in an OA - Food costs,Mean over relevant households in an OA - Clothing costs,Mean over relevant households in an OA - Childcare,Mean over relevant households in an OA - Student loan,Mean over relevant households in an OA - Pension,Mean over relevant households in an OA - Travel to work,Proportion of households paying % - Income tax,Proportion of households paying % - National Insurance,Proportion of households paying % - Mortgage,Proportion of households paying % - Private rent,Proportion of households paying % - Social rent,Proportion of households paying % - Council tax,Proportion of households paying % - Water bills,"Proportion of households paying % - Gas, electricity, oil",Proportion of households paying % - Structure insurance,Proportion of households paying % - Food costs,Proportion of households paying % - Clothing costs,Proportion of households paying % - Childcare,Proportion of households paying % - Student loan,Proportion of households paying % - Pension,Proportion of households paying % - Travel to work
396,E00023831,57.421,3.709,44.328,5.086,13.093,30.169,2.026,4.771,3.022,0.629,8.742,4.351,0.204,29.832,0.134,0.856,0.606,0.536,0.028,3.249,1.523,0.731,0.439,1.853,0.629,8.742,4.847,3.936,31.845,2.391,0.871,0.606,0.536,0.13,3.249,1.523,0.844,1.68,2.087,0.71,100.0,81.0,1.31,93.345,1.862,97.897,100.0,100.0,4.793,100.0,100.0,65.448,18.241,77.517,77.517
397,E00023832,46.303,6.758,35.673,7.845,10.629,19.871,1.687,4.052,2.73,0.576,6.902,3.728,0.296,19.456,0.119,0.697,0.462,0.464,0.064,2.812,1.241,0.787,0.326,1.62,0.576,6.902,4.101,5.416,23.525,3.002,0.713,0.462,0.464,0.252,2.812,1.241,0.894,1.519,1.827,0.653,100.0,86.241,2.69,83.552,2.069,98.103,100.0,100.0,14.414,100.0,100.0,78.931,15.172,83.931,83.931
398,E00023833,52.2,5.574,40.039,6.25,12.162,24.225,1.823,4.597,3.162,0.657,7.923,4.238,0.243,23.894,0.086,0.751,0.498,0.529,0.045,3.2,1.397,0.93,0.437,1.796,0.657,7.924,4.608,5.715,27.142,3.143,0.778,0.498,0.529,0.272,3.2,1.397,1.048,1.932,2.05,0.744,100.0,87.6,1.8,88.2,1.35,96.6,100.0,100.0,10.45,100.0,100.0,80.65,19.15,83.75,83.75
399,E00023834,64.377,13.717,47.801,15.0,16.576,22.146,2.887,5.42,3.062,0.572,11.797,4.779,1.056,20.68,0.411,1.16,0.743,0.583,0.398,3.532,1.888,0.924,0.257,1.878,0.572,11.797,5.341,6.603,31.862,2.667,1.252,0.743,0.583,0.796,3.532,1.888,1.297,2.111,2.294,0.704,100.0,89.769,8.269,60.423,4.769,93.654,100.0,100.0,35.038,100.0,100.0,73.846,9.154,82.5,82.5
400,E00023835,57.294,6.599,43.964,7.206,13.331,26.235,2.075,4.925,3.408,0.722,8.556,4.774,0.447,25.674,0.115,0.908,0.558,0.562,0.049,3.4,1.524,0.988,0.326,2.094,0.722,8.558,5.194,7.584,29.354,4.164,0.921,0.558,0.562,0.226,3.4,1.524,1.153,1.656,2.308,0.792,100.0,91.882,3.059,87.118,1.588,99.059,100.0,100.0,11.294,100.0,100.0,83.588,12.529,90.471,90.471
401,E00023836,61.704,11.185,46.6,11.25,15.104,23.962,2.318,5.097,3.388,0.651,10.355,4.749,0.483,23.29,0.189,0.935,0.624,0.564,0.195,3.41,1.686,0.906,0.466,2.019,0.651,10.355,5.12,6.823,33.455,3.173,0.951,0.624,0.564,0.437,3.41,1.686,1.06,2.272,2.224,0.72,100.0,88.708,3.583,70.167,2.542,98.208,100.0,100.0,27.292,100.0,100.0,81.625,16.25,86.708,86.708
402,E00023837,62.861,6.005,47.264,7.339,15.596,30.009,2.17,4.987,3.464,0.631,10.837,4.757,0.257,29.582,0.17,0.879,0.648,0.541,0.103,3.272,1.716,0.927,0.496,2.04,0.631,10.837,4.951,3.49,33.114,2.186,0.885,0.648,0.541,0.247,3.272,1.716,1.007,1.553,2.14,0.668,100.0,89.323,2.129,84.355,2.484,99.419,100.0,100.0,13.161,100.0,100.0,85.548,16.065,88.613,88.613
403,E00023838,49.817,4.093,38.114,5.357,11.703,24.164,1.74,4.392,3.067,0.658,7.464,4.237,0.195,23.716,0.253,0.735,0.479,0.506,0.023,3.059,1.332,0.9,0.318,1.848,0.658,7.465,4.431,4.625,25.221,2.731,0.748,0.479,0.506,0.251,3.059,1.332,0.997,1.402,1.96,0.702,100.0,95.543,1.714,89.8,4.057,98.829,100.0,100.0,6.143,100.0,100.0,85.171,15.829,93.943,93.943
404,E00023839,61.549,13.413,46.131,13.679,15.418,21.063,2.646,5.13,3.284,0.596,10.607,4.81,1.035,19.788,0.241,1.047,0.654,0.553,0.393,3.343,1.787,0.968,0.268,2.046,0.596,10.607,5.245,8.681,31.897,3.491,1.063,0.654,0.553,0.71,3.343,1.787,1.18,1.913,2.268,0.668,100.0,90.0,8.132,61.585,3.472,98.755,100.0,100.0,35.019,100.0,100.0,80.528,10.0,88.528,88.528
405,E00023840,46.391,8.219,35.804,7.794,10.587,18.064,1.894,4.171,2.895,0.561,6.991,3.596,0.475,17.453,0.135,0.781,0.516,0.475,0.122,2.868,1.303,1.0,0.363,1.535,0.561,6.991,4.054,6.602,23.712,3.009,0.798,0.516,0.475,0.414,2.868,1.303,1.141,1.672,1.794,0.644,100.0,86.765,4.265,73.206,2.412,97.206,100.0,100.0,24.412,100.0,100.0,79.265,18.559,83.559,83.559
406,E00023841,56.814,9.898,43.057,10.921,13.758,22.383,2.225,4.755,3.195,0.601,9.474,4.284,0.737,21.498,0.148,0.891,0.603,0.525,0.206,3.181,1.574,0.937,0.45,1.807,0.601,9.474,4.752,6.655,28.759,3.049,0.916,0.603,0.525,0.471,3.181,1.574,1.123,1.833,2.063,0.681,100.0,85.614,5.737,72.632,2.211,97.193,100.0,100.0,25.175,100.0,100.0,77.439,17.263,82.491,82.491
407,E00023842,60.146,6.245,45.022,7.218,15.125,27.695,2.119,4.855,3.454,0.653,10.361,4.763,0.398,27.136,0.161,0.868,0.592,0.532,0.126,3.223,1.633,1.072,0.341,2.039,0.653,10.361,5.098,5.465,31.76,2.949,0.879,0.592,0.532,0.341,3.223,1.633,1.182,1.549,2.206,0.715,100.0,93.014,3.07,83.479,2.239,99.183,100.0,100.0,14.296,100.0,100.0,87.211,12.282,91.972,91.972
408,E00023843,57.184,11.608,43.335,11.645,13.85,21.19,2.164,4.649,3.121,0.601,9.411,4.438,0.565,20.466,0.159,0.845,0.601,0.517,0.204,3.129,1.521,0.812,0.434,1.874,0.601,9.412,4.978,5.981,26.87,2.894,0.861,0.601,0.517,0.418,3.129,1.521,0.983,1.514,2.114,0.679,100.0,85.842,4.289,68.763,2.289,97.368,100.0,100.0,28.947,100.0,100.0,74.237,16.368,82.974,82.974
409,E00023844,58.834,7.893,44.722,8.491,14.112,25.743,2.315,4.868,3.244,0.659,9.669,4.442,0.664,24.923,0.156,0.967,0.628,0.541,0.18,3.277,1.592,0.958,0.385,1.901,0.659,9.669,4.871,6.713,29.985,3.591,0.986,0.628,0.541,0.408,3.277,1.592,1.091,1.754,2.09,0.725,100.0,85.528,5.208,78.415,2.321,98.302,100.0,100.0,19.283,100.0,100.0,78.396,14.906,83.434,83.434
410,E00023845,49.372,5.696,37.465,5.75,11.907,21.661,1.874,4.333,3.265,0.637,7.664,4.243,0.302,21.129,0.23,0.821,0.5,0.492,0.061,2.977,1.355,1.084,0.337,1.846,0.637,7.665,4.41,6.338,24.192,3.511,0.836,0.5,0.492,0.322,2.977,1.355,1.2,1.493,1.948,0.681,100.0,95.717,2.733,84.55,3.633,98.683,100.0,100.0,11.833,100.0,100.0,91.533,16.8,93.833,93.833
411,E00023846,34.1,6.964,28.089,7.5,6.011,14.198,1.318,3.745,1.498,0.367,3.84,2.169,0.388,11.496,2.313,0.387,0.438,0.459,0.034,2.779,0.966,0.502,0.091,0.904,0.367,3.84,2.756,3.304,15.109,3.938,0.413,0.438,0.459,0.136,2.779,0.966,0.787,0.506,1.196,0.502,100.0,67.0,3.278,54.111,35.333,94.111,100.0,100.0,10.778,100.0,100.0,53.389,6.722,60.333,60.333
412,E00023847,77.175,37.772,56.755,36.25,20.42,5.19,4.522,6.585,2.372,0.315,16.575,3.848,2.09,3.1,0.0,1.208,0.848,0.675,1.798,4.072,2.508,0.8,0.242,1.325,0.315,16.575,6.145,13.5,37.902,0.0,1.307,0.848,0.675,1.95,4.072,2.508,2.235,3.965,2.6,0.625,100.0,63.5,15.5,8.5,0.0,93.25,100.0,100.0,91.5,100.0,100.0,40.5,6.0,53.5,53.5
413,E00023848,56.179,7.176,43.344,8.036,12.834,25.158,1.989,4.927,3.423,0.672,8.33,4.505,0.218,24.61,0.33,0.756,0.572,0.562,0.096,3.405,1.523,0.918,0.563,1.942,0.672,8.331,4.983,4.667,28.172,2.611,0.777,0.572,0.562,0.304,3.405,1.523,1.056,1.564,2.153,0.755,100.0,88.643,1.464,80.464,4.714,97.429,100.0,100.0,14.857,100.0,100.0,78.071,24.821,85.821,85.821
414,E00023849,35.271,7.034,28.989,7.5,6.283,13.384,1.547,4.167,2.33,0.526,3.874,2.409,1.714,9.687,1.983,0.5,0.453,0.509,0.081,3.084,1.083,1.16,0.06,1.11,0.526,3.874,2.924,7.5,21.107,5.34,0.504,0.453,0.509,0.254,3.084,1.083,1.731,0.701,1.364,0.666,100.0,81.714,14.0,47.143,29.571,99.429,100.0,100.0,23.286,100.0,100.0,72.714,5.143,81.143,81.143
415,E00023851,31.55,8.912,26.298,8.75,5.25,9.188,1.522,4.27,1.968,0.44,3.442,1.805,0.475,5.692,3.02,0.48,0.44,0.532,0.068,3.235,1.038,1.125,0.03,0.81,0.44,3.458,2.692,6.47,14.95,6.323,0.488,0.44,0.532,0.23,3.235,1.038,2.348,0.668,1.228,0.678,99.75,65.25,3.75,29.0,49.5,98.75,100.0,100.0,21.5,100.0,100.0,50.0,2.25,64.25,64.25
416,E00023852,43.65,16.03,35.138,17.5,8.512,7.652,2.228,5.735,2.798,0.695,5.395,3.117,2.875,0.742,4.035,0.842,0.548,0.672,0.165,4.088,1.645,1.432,0.002,1.365,0.695,5.395,3.952,13.15,17.078,7.788,0.842,0.548,0.672,0.363,4.088,1.645,2.908,0.108,1.755,0.895,100.0,79.0,22.0,3.0,52.0,100.0,100.0,100.0,44.75,100.0,100.0,49.5,0.5,77.5,77.5
417,E00023853,31.525,5.305,26.38,6.25,5.145,13.312,1.322,3.772,2.055,0.612,3.118,2.025,0.348,10.962,2.002,0.405,0.42,0.472,0.03,2.86,0.913,1.035,0.057,0.963,0.612,3.118,2.46,9.375,18.795,5.108,0.405,0.42,0.472,0.267,2.86,0.913,1.378,0.655,1.162,0.732,100.0,84.0,3.0,61.75,29.25,100.0,100.0,100.0,9.25,100.0,100.0,75.5,6.5,84.0,84.0
418,E00023854,43.314,18.411,35.297,18.214,8.016,6.447,2.17,5.491,2.284,0.49,5.383,2.631,1.706,0.854,3.887,0.774,0.569,0.646,0.181,3.911,1.58,1.136,0.031,1.117,0.49,5.383,4.127,11.571,12.807,7.909,0.791,0.569,0.646,0.387,3.911,1.58,2.707,0.207,1.877,0.824,100.0,63.714,12.714,4.0,49.143,97.714,100.0,100.0,46.857,100.0,100.0,40.286,2.143,59.286,59.286
419,E00023855,43.18,17.384,35.058,17.5,8.122,7.356,2.142,5.224,2.434,0.516,5.49,2.628,2.406,0.918,4.034,0.764,0.586,0.616,0.18,3.722,1.504,1.232,0.048,1.156,0.516,5.49,4.196,13.5,19.372,7.738,0.78,0.586,0.616,0.414,3.722,1.504,2.922,0.936,1.906,0.852,100.0,62.6,17.8,4.0,52.2,98.2,100.0,100.0,44.0,100.0,100.0,42.0,3.4,60.8,60.8
420,E00023856,31.56,6.51,26.436,7.5,5.126,12.316,1.406,3.99,1.814,0.396,3.198,1.93,0.022,9.564,2.73,0.436,0.436,0.502,0.034,3.028,0.966,0.952,0.04,0.818,0.396,3.256,2.552,2.1,15.562,6.85,0.468,0.436,0.502,0.196,3.028,0.966,1.802,0.298,1.188,0.572,98.0,76.4,0.2,49.0,40.4,94.0,100.0,100.0,10.6,100.0,100.0,56.2,6.4,68.4,68.4
421,E00023857,35.467,13.53,29.63,12.5,5.837,8.283,1.723,4.097,1.527,0.47,4.18,1.657,0.75,2.407,5.127,0.56,0.58,0.503,0.083,3.037,1.063,0.703,0.073,0.747,0.47,4.18,3.393,4.5,22.947,7.56,0.563,0.58,0.503,0.413,3.037,1.063,2.1,0.6,1.573,1.05,100.0,47.333,5.667,10.333,68.0,99.0,100.0,100.0,21.333,100.0,100.0,30.667,4.0,46.333,46.333
422,E00023858,30.8,8.94,25.69,9.167,5.11,8.087,1.72,4.377,2.047,0.513,3.237,1.873,0.473,1.993,5.62,0.597,0.517,0.55,0.053,3.327,1.05,1.18,0.03,0.837,0.513,3.27,2.613,7.917,12.653,7.513,0.61,0.517,0.55,0.26,3.327,1.05,2.12,0.417,1.223,0.763,98.667,71.0,4.0,10.667,76.0,97.0,100.0,100.0,14.0,100.0,100.0,53.667,4.333,68.0,68.0
423,E00023859,34.45,10.065,28.495,10.0,5.955,10.93,1.52,3.805,1.71,0.47,3.905,2.045,0.225,7.23,3.48,0.48,0.51,0.47,0.055,2.845,0.965,0.7,0.1,0.91,0.47,3.905,3.045,12.0,21.865,6.915,0.495,0.51,0.47,0.34,2.845,0.965,1.35,1.09,1.425,0.74,100.0,67.5,2.0,33.0,50.5,97.0,100.0,100.0,17.0,100.0,100.0,52.5,9.0,64.0,64.0
424,E00023860,33.15,11.512,27.543,10.833,5.605,7.143,1.843,4.585,1.998,0.462,3.547,2.065,1.19,0.935,5.018,0.64,0.538,0.563,0.105,3.403,1.18,1.067,0.028,0.902,0.462,3.57,2.922,6.73,8.337,7.325,0.657,0.538,0.563,0.327,3.403,1.18,2.053,0.412,1.365,0.752,95.667,62.0,8.833,3.333,70.667,98.0,100.0,100.0,25.833,100.0,100.0,47.0,4.0,58.5,58.5
425,E00023861,36.944,13.296,30.662,13.611,6.283,6.824,2.1,5.61,2.234,0.599,3.966,2.317,1.187,0.708,4.932,0.794,0.514,0.686,0.108,4.153,1.456,1.1,0.099,1.034,0.599,3.982,3.199,9.757,7.422,7.663,0.823,0.514,0.686,0.334,4.153,1.456,2.661,0.787,1.506,0.859,99.444,72.556,9.667,4.667,62.667,96.333,100.0,100.0,32.556,100.0,100.0,38.333,10.0,68.556,68.556
426,E00023862,37.3,10.053,30.293,10.833,7.007,11.333,1.503,4.203,2.52,0.677,4.247,2.76,0.967,8.27,2.097,0.457,0.443,0.51,0.093,3.09,1.113,1.123,0.147,1.253,0.677,4.247,3.117,11.533,21.373,6.757,0.463,0.443,0.51,0.3,3.09,1.113,1.423,1.093,1.447,0.78,100.0,88.333,9.0,38.667,31.333,99.0,100.0,100.0,30.333,100.0,100.0,79.333,12.667,86.667,86.667
427,E00023863,34.1,12.095,28.355,13.333,5.745,7.708,1.807,4.573,1.69,0.483,3.752,1.993,0.72,0.948,6.038,0.643,0.555,0.562,0.047,3.407,1.167,0.837,0.003,0.85,0.483,3.752,2.933,9.0,9.81,7.375,0.657,0.555,0.562,0.257,3.407,1.167,2.183,0.212,1.363,0.763,100.0,68.167,5.333,4.833,82.5,98.167,100.0,100.0,12.333,100.0,100.0,41.167,0.333,62.5,62.5
428,E00023864,37.083,13.368,30.742,13.333,6.342,7.235,2.068,5.425,2.157,0.488,4.075,2.265,1.13,0.678,5.425,0.78,0.535,0.657,0.095,3.98,1.445,1.157,0.02,0.98,0.488,4.075,3.283,12.233,11.013,7.778,0.798,0.535,0.657,0.358,3.98,1.445,3.135,0.267,1.508,0.748,100.0,68.833,8.833,4.167,69.833,97.667,100.0,100.0,26.333,100.0,100.0,36.833,4.5,65.333,65.333
429,E00023865,34.32,5.81,28.562,6.5,5.758,13.83,1.672,4.364,2.28,0.606,3.462,2.296,0.826,11.014,1.99,0.594,0.472,0.54,0.068,3.26,1.1,1.19,0.032,1.062,0.606,3.462,2.592,5.4,11.298,4.73,0.606,0.472,0.54,0.228,3.26,1.1,1.814,0.482,1.234,0.708,100.0,89.0,6.2,58.4,25.0,97.4,100.0,100.0,16.6,100.0,100.0,71.4,2.6,86.4,86.4
430,E00023866,24.4,7.738,21.277,7.5,3.123,6.263,1.28,3.98,1.555,0.455,1.857,1.267,0.317,1.017,4.927,0.397,0.363,0.512,0.01,3.102,0.882,0.937,0.0,0.622,0.455,1.917,1.808,2.625,9.71,5.67,0.397,0.363,0.512,0.085,3.102,0.882,1.673,0.0,0.893,0.655,96.5,69.333,4.5,7.167,86.667,100.0,100.0,100.0,6.167,100.0,100.0,56.667,0.0,69.0,69.0
431,E00023867,29.325,9.528,24.92,8.75,4.405,6.355,1.532,4.802,2.158,0.542,2.652,1.752,0.658,0.45,5.245,0.518,0.39,0.605,0.018,3.67,1.138,1.355,0.0,0.805,0.542,2.652,2.315,5.265,5.928,5.948,0.535,0.39,0.605,0.103,3.67,1.138,2.4,0.0,1.118,0.755,100.0,75.25,6.25,3.5,88.0,96.75,100.0,100.0,8.75,100.0,100.0,56.75,0.0,71.75,71.75
432,E00023869,30.525,6.842,24.885,6.25,5.64,10.555,1.395,3.432,2.2,0.465,3.508,2.13,0.322,8.248,1.982,0.492,0.425,0.422,0.058,2.552,0.878,1.088,0.13,0.978,0.465,3.508,2.588,8.215,17.255,5.975,0.498,0.425,0.422,0.277,2.552,0.878,1.52,0.815,1.198,0.575,100.0,82.0,2.75,51.25,29.5,99.5,100.0,100.0,19.25,100.0,100.0,75.75,12.0,81.25,81.25
433,E00023870,34.233,11.467,28.043,12.5,6.19,7.927,1.687,4.157,2.2,0.603,3.793,2.393,0.423,2.767,4.733,0.57,0.527,0.513,0.08,3.11,1.053,1.05,0.06,1.09,0.603,3.793,2.93,13.0,20.347,7.06,0.58,0.527,0.513,0.41,3.11,1.053,1.533,1.087,1.37,0.757,100.0,81.667,3.333,13.333,67.333,98.333,100.0,100.0,19.0,100.0,100.0,68.0,5.667,79.667,79.667
434,E00023871,44.4,18.037,34.99,17.5,9.41,6.803,2.02,4.73,2.75,0.66,5.823,3.587,0.407,5.053,1.34,0.657,0.54,0.56,0.267,3.37,1.357,1.04,0.157,1.553,0.66,5.823,3.887,7.933,14.89,4.76,0.673,0.54,0.56,0.407,3.37,1.357,1.577,0.847,1.757,0.76,100.0,91.333,3.333,22.667,18.667,95.667,100.0,100.0,58.667,100.0,100.0,69.667,13.0,87.0,87.0
435,E00023872,33.742,11.364,28.572,11.25,5.17,7.284,1.915,5.836,1.583,0.587,3.408,1.763,0.498,0.556,6.23,0.716,0.466,0.719,0.014,4.366,1.469,0.798,0.012,0.77,0.587,3.415,2.713,2.447,2.814,6.859,0.73,0.466,0.719,0.075,4.366,1.469,3.041,0.092,1.241,1.012,99.75,60.667,5.333,3.167,90.25,98.25,100.0,100.0,6.667,100.0,100.0,25.5,1.083,56.75,56.75
436,E00023873,34.4,12.669,28.571,11.786,5.827,7.029,1.769,4.577,1.966,0.566,3.791,2.036,1.22,1.851,3.959,0.629,0.473,0.561,0.107,3.386,1.19,1.023,0.03,0.914,0.566,3.843,2.981,11.963,13.384,6.799,0.649,0.473,0.561,0.329,3.386,1.19,2.371,0.613,1.409,0.867,98.143,68.286,10.429,9.286,60.0,96.286,100.0,100.0,30.714,100.0,100.0,43.714,2.714,64.429,64.571
437,E00023874,40.329,14.707,32.921,15.357,7.407,7.99,2.047,5.234,2.449,0.496,4.827,2.583,2.09,1.479,4.42,0.809,0.51,0.626,0.101,3.784,1.446,1.309,0.016,1.124,0.496,4.83,3.559,11.134,12.4,7.191,0.814,0.51,0.626,0.319,3.784,1.446,2.693,0.473,1.627,0.714,99.857,71.0,16.0,7.286,62.429,99.571,100.0,100.0,30.286,100.0,100.0,49.0,1.571,67.857,67.857
438,E00023875,45.0,17.313,36.55,18.333,8.448,8.252,2.233,5.488,2.69,0.572,5.503,2.943,2.67,1.055,4.532,0.83,0.607,0.64,0.157,3.873,1.613,1.378,0.027,1.29,0.572,5.503,4.013,13.333,13.658,7.877,0.853,0.607,0.64,0.405,3.873,1.613,2.97,0.585,1.82,0.817,100.0,72.333,20.167,4.0,57.333,97.5,100.0,100.0,38.5,100.0,100.0,47.0,1.833,69.833,69.833
439,E00023876,43.562,16.82,35.169,16.875,8.394,7.652,2.236,5.585,2.401,0.476,5.502,2.89,3.361,0.501,3.794,0.812,0.58,0.654,0.19,3.974,1.611,1.102,0.055,1.244,0.476,5.502,3.946,13.308,7.481,7.921,0.829,0.58,0.654,0.381,3.974,1.611,2.722,1.001,1.798,0.691,100.0,72.25,25.25,2.625,48.25,97.875,100.0,100.0,49.25,100.0,100.0,41.0,3.375,68.25,68.25
440,E00023877,32.086,7.73,26.729,8.214,5.359,9.644,1.571,4.766,2.454,0.559,3.27,2.09,0.483,5.036,4.126,0.544,0.406,0.596,0.026,3.603,1.166,1.504,0.01,0.939,0.559,3.27,2.559,6.983,10.016,5.431,0.556,0.406,0.596,0.183,3.603,1.166,2.621,0.103,1.197,0.713,100.0,82.429,3.857,24.143,67.143,97.714,100.0,100.0,8.857,100.0,100.0,61.143,1.429,79.143,79.143
441,E00023878,32.6,10.333,27.34,10.192,5.261,6.528,1.812,5.939,2.042,0.685,3.242,2.017,0.018,0.106,6.403,0.655,0.425,0.735,0.001,4.445,1.493,1.19,0.013,0.842,0.685,3.248,2.598,0.464,1.799,6.472,0.685,0.425,0.735,0.01,4.445,1.493,2.98,0.102,1.241,1.046,99.692,74.923,0.308,1.154,98.0,95.308,100.0,100.0,0.846,100.0,100.0,38.769,1.615,65.462,65.538
442,E00023879,38.157,12.383,31.226,11.786,6.931,8.407,1.943,5.426,2.483,0.584,4.37,2.563,1.886,0.933,5.59,0.724,0.499,0.657,0.063,3.974,1.45,1.324,0.01,1.146,0.584,4.396,3.357,8.733,13.581,7.357,0.724,0.499,0.657,0.249,3.974,1.45,2.613,0.121,1.517,0.776,99.286,76.429,14.286,4.857,77.429,100.0,100.0,100.0,17.857,100.0,100.0,52.714,1.857,75.429,75.429
443,E00023880,50.44,5.632,39.764,6.5,10.674,24.264,1.712,4.678,2.884,0.598,6.908,3.772,0.268,23.996,0.0,0.602,0.512,0.534,0.064,3.246,1.432,1.008,0.304,1.568,0.598,6.908,4.466,5.4,29.304,0.0,0.624,0.512,0.534,0.286,3.246,1.432,1.384,1.536,2.0,0.758,100.0,84.8,2.0,82.2,0.0,96.2,100.0,100.0,18.0,100.0,100.0,69.8,16.6,79.6,79.6
444,E00023881,61.686,9.827,46.906,10.357,14.779,26.029,2.314,5.2,3.044,0.49,10.66,4.117,0.643,25.386,0.0,0.837,0.644,0.57,0.264,3.437,1.761,0.967,0.311,1.766,0.49,10.66,5.293,7.714,34.367,0.0,0.841,0.644,0.57,0.746,3.437,1.761,1.464,1.846,2.281,0.629,100.0,79.429,4.714,76.143,0.0,99.0,100.0,100.0,23.857,100.0,100.0,70.857,12.571,78.429,78.429
445,E00023882,55.04,13.516,41.536,12.5,13.504,16.942,2.294,4.76,3.3,0.726,9.316,4.19,0.532,16.384,0.024,0.82,0.564,0.532,0.38,3.204,1.554,1.12,0.374,1.802,0.726,9.316,4.658,9.704,29.91,0.882,0.824,0.564,0.532,0.678,3.204,1.554,1.31,2.362,2.014,0.808,100.0,90.8,4.2,60.8,0.6,99.6,100.0,100.0,38.6,100.0,100.0,84.8,17.8,89.8,89.8
446,E00023883,37.225,10.403,29.885,11.25,7.341,10.323,2.146,4.548,2.009,0.458,5.039,2.301,0.275,6.215,3.832,0.881,0.575,0.544,0.148,3.284,1.266,0.985,0.08,0.94,0.458,5.052,3.065,5.125,11.625,4.762,0.911,0.575,0.544,0.319,3.284,1.266,2.04,0.724,1.375,0.679,99.625,66.875,3.0,28.25,51.375,96.0,100.0,100.0,20.375,100.0,100.0,49.625,4.875,61.25,61.25
447,E00023884,58.675,23.175,44.853,23.75,13.822,11.208,2.612,4.965,2.398,0.49,9.78,4.043,0.597,10.612,0.0,0.638,0.68,0.55,0.748,3.328,1.64,0.695,0.21,1.49,0.49,9.78,5.135,13.5,33.245,0.0,0.728,0.68,0.55,0.96,3.328,1.64,1.148,1.88,2.228,0.725,100.0,78.5,4.25,35.25,0.0,88.75,100.0,100.0,65.0,100.0,100.0,59.25,8.5,67.5,67.5
448,E00023885,56.022,16.869,43.529,17.5,12.494,16.389,2.361,4.806,2.651,0.451,8.866,3.628,0.314,16.066,0.009,0.761,0.637,0.538,0.428,3.257,1.551,0.788,0.388,1.477,0.451,8.866,4.814,4.5,30.621,0.86,0.8,0.637,0.538,0.769,3.257,1.551,1.226,2.29,2.078,0.632,100.0,74.667,2.333,53.333,0.111,96.333,100.0,100.0,46.556,100.0,100.0,61.778,15.778,70.333,70.333
449,E00023886,44.42,11.036,35.306,11.5,9.114,15.086,1.568,4.394,2.55,0.664,5.796,3.32,0.658,12.094,2.336,0.498,0.494,0.514,0.064,3.112,1.286,1.0,0.066,1.49,0.664,5.796,4.064,6.75,24.632,5.518,0.498,0.494,0.514,0.234,3.112,1.286,1.44,0.664,1.83,0.818,100.0,81.6,5.4,44.2,35.6,99.6,100.0,100.0,20.4,100.0,100.0,70.6,4.0,81.2,81.2
450,E00023887,54.086,9.876,41.806,9.643,12.28,21.404,2.15,4.921,2.824,0.629,8.067,4.216,1.136,19.936,0.334,0.656,0.64,0.549,0.304,3.327,1.593,0.967,0.224,1.631,0.629,8.067,4.677,7.714,30.749,1.963,0.773,0.64,0.549,0.906,3.327,1.593,1.324,1.677,2.087,0.819,100.0,89.0,8.286,65.714,4.857,89.143,100.0,100.0,29.571,100.0,100.0,75.286,13.286,78.0,78.0
451,E00023888,59.8,16.548,45.921,16.389,13.879,17.88,2.444,5.156,3.293,0.603,9.62,4.259,0.292,17.223,0.364,0.827,0.612,0.569,0.434,3.442,1.711,1.202,0.268,1.824,0.603,9.62,4.638,4.08,29.222,1.903,0.839,0.612,0.569,0.693,3.442,1.711,1.548,2.02,2.021,0.669,100.0,81.556,2.111,52.222,4.333,98.889,100.0,100.0,43.444,100.0,100.0,67.667,10.333,80.111,80.111
452,E00023889,45.1,13.198,36.378,13.611,8.721,12.284,2.01,5.24,3.01,0.637,5.51,3.211,1.139,7.813,3.33,0.798,0.519,0.614,0.08,3.714,1.523,1.424,0.19,1.397,0.637,5.511,4.017,8.66,14.893,6.702,0.814,0.519,0.614,0.279,3.714,1.523,2.177,1.137,1.841,0.836,100.0,78.667,8.556,34.667,43.222,98.333,100.0,100.0,22.111,100.0,100.0,64.444,12.333,74.667,74.667
